TransactionID,mean_D2,sum_D2,cnt_D2
3138138,0.0,0,0
3138203,0.0,0,0
3138992,0.0,0,2
3139066,0.0,0,2
3135797,0.0,0,4
3135805,0.0,0,4
3135948,0.0,0,2
3136494,0.0,0,4
3136927,0.0,0,4
3137147,0.0,0,2
3137257,0.0,0,17
3139110,0.0,0,0
3139112,0.0,0,0
3135964,0.0,0,0
3135968,0.0,0,0
3136013,0.0,0,0
3137368,0.0,0,0
3137369,0.0,0,0
3137492,0.0,0,1
3139089,0.0,0,0
3139200,0.0,0,4
3139585,0.0,0,0
3139788,0.0,0,2
3140686,0.0,0,9
3141737,0.0,0,4
3142068,0.0,0,0
3142074,0.0,0,0
3142142,0.0,0,0
3142237,0.0,0,1
3142293,0.0,0,0
3142477,0.0,0,0
3139698,0.0,0,1
3139817,0.0,0,2
3140711,0.0,0,6
3140780,0.0,0,2
3140820,0.0,0,1
3140973,0.0,0,1
3141833,0.0,0,10
3141866,0.0,0,2
3141997,0.0,0,0
3142040,0.0,0,0
3139209,0.0,0,2
3139569,0.0,0,36
3139578,0.0,0,36
3139922,0.0,0,1
3139985,0.0,0,4
3140152,0.0,0,2
3140553,0.0,0,1
3140583,0.0,0,2
3141201,0.0,0,2
3141317,0.0,0,15
3141706,0.0,0,4
3141736,0.0,0,4
3141745,0.0,0,0
3139301,0.0,0,1
3139391,0.0,0,3
3139453,0.0,0,1
3139633,0.0,0,1
3139736,0.0,0,0
3139786,0.0,0,0
3140069,0.0,0,3
3140085,0.0,0,1
3140468,0.08333333333333333,1,12
3141199,0.0,0,1
3141528,0.0,0,1
3141590,0.0,0,1
3141777,0.0,0,1
3142231,0.0,0,1
3142269,0.0,0,1
3142474,0.0,0,20
3139146,0.0,0,5
3139386,0.0,0,11
3139876,0.0,0,1
3140097,0.0,0,0
3140296,0.0,0,4
3140320,0.0,0,4
3140347,0.0,0,0
3140940,0.0,0,3
3140988,0.0,0,1
3141160,0.0,0,31
3141682,0.0,0,5
3141698,0.0,0,5
3142236,0.0,0,3
3142271,0.0,0,2
3142396,0.0,0,3
3142513,0.0,0,2
3142732,0.0,0,9
3141179,0.0,0,0
3141386,0.0,0,0
3141499,0.0,0,0
3141508,0.0,0,0
3141788,0.0,0,1
3144387,0.0,0,0
3144402,0.0,0,0
3145146,0.0,0,20
3145223,0.0,0,2
3144206,0.0,0,2
3144209,0.25,1,4
3144385,0.0,0,3
3144398,0.0,0,28
3144468,0.0,0,2
3144472,0.0,0,11
3144553,0.0,0,2
3144630,0.0,0,1
3144965,0.0,0,0
3145281,0.0,0,0
3145287,0.0,0,0
3145298,0.0,0,0
3145316,0.0,0,0
3142812,0.0,0,4
3143485,0.0,0,43
3143832,0.0,0,6
3143961,0.0,0,1
3144255,0.0,0,0
3144485,0.0,0,1
3144685,0.0,0,1
3145127,0.0,0,0
3143178,0.0,0,27
3143906,0.0,0,6
3144132,0.0,0,14
3144782,0.0,0,0
3145158,0.0,0,3
3143994,0.0,0,5
3144027,0.0,0,1
3144592,0.0,0,0
3145033,0.0,0,1
3145035,0.0,0,36
3143894,0.0,0,1
3144105,0.0,0,8
3144277,0.0,0,4
3145011,0.0,0,47
3145182,0.0,0,7
3145221,0.0,0,7
3145248,0.0,0,0
3145258,0.0,0,7
3145283,0.0,0,7
3145409,0.0,0,2
3143322,0.0,0,0
3144817,0.0,0,0
3145018,0.0,0,1
3145640,0.0,0,7
3146320,0.0,0,6
3146454,0.0,0,1
3146649,0.0,0,1
3147185,0.0,0,3
3147345,0.0,0,2
3147431,0.0,0,5
3147808,0.0,0,0
3148038,0.0,0,12
3148207,0.0,0,6
3145574,0.0,0,1
3145581,0.0,0,1
3145733,0.0,0,13
3146121,0.0,0,1
3146739,0.0,0,10
3146771,0.0,0,2
3146817,0.0,0,4
3147068,0.0,0,0
3147407,0.0,0,4
3146578,0.05555555555555555,1,18
3146598,0.05555555555555555,1,18
3147436,0.0,0,0
3147520,0.0,0,0
3147325,0.0,0,0
3147492,0.0,0,21
3147641,0.0,0,0
3148099,0.0,0,2
3148197,0.0,0,1
3145709,0.0,0,27
3145921,0.0,0,0
3146143,0.0,0,11
3146166,0.0,0,11
3146948,0.0,0,0
3147045,0.0,0,15
3147912,0.0,0,1
3148064,0.0,0,0
3148140,0.0,0,2
3145599,0.0,0,3
3145617,0.0,0,3
3146036,0.0,0,3
3146059,0.0,0,1
3146089,0.0,0,16
3146262,0.0,0,1
3146286,0.0,0,1
3146318,0.0,0,1
3146421,0.0,0,36
3147691,0.0,0,1
3148031,0.0,0,0
3148152,0.0,0,1
3145674,0.0,0,0
3145701,0.0,0,12
3145862,0.0,0,1
3145905,0.0,0,5
3145913,0.0,0,5
3146311,0.0,0,2
3146696,0.0,0,0
3146966,0.0,0,0
3147137,0.0,0,0
3146544,0.0,0,7
3146939,0.0,0,0
3147214,0.0,0,0
3147598,0.0,0,1
3148436,0.0,0,8
3149240,0.0,0,5
3149518,0.0,0,1
3149843,0.0,0,1
3150284,0.0,0,1
3150724,0.0,0,0
3149524,0.0,0,1
3149529,0.0,0,1
3149537,0.0,0,1
3149540,0.0,0,1
3149543,0.0,0,1
3150193,0.0,0,1
3150608,0.0,0,1
3150625,0.0,0,1
3151147,0.0,0,1
3151196,0.0,0,1
3149454,0.0,0,2
3149472,0.0,0,0
3149511,0.0,0,0
3149958,0.0,0,1
3150007,0.0,0,1
3150050,0.0,0,7
3150526,0.0,0,6
3148776,0.0,0,1
3149151,0.0,0,1
3149421,0.0,0,1
3151074,0.0,0,6
3151156,0.0,0,27
3148468,0.0,0,2
3148837,0.0,0,1
3149025,0.0,0,2
3150004,0.0,0,2
3149859,0.0,0,0
3150092,0.0,0,1
3150138,0.0,0,1
3150154,0.0,0,1
3150424,0.0,0,0
3150470,0.0,0,0
3150992,0.0,0,1
3148291,0.0,0,5
3148305,0.0,0,9
3148572,0.0,0,1
3149287,0.0,0,0
3150477,0.0,0,4
3148397,0.0,0,0
3149036,0.047619047619047616,1,21
3149047,0.047619047619047616,1,21
3149126,0.0,0,0
3149465,0.0,0,3
3149716,0.0,0,1
3149737,0.75,3,4
3149751,0.75,3,4
3150152,0.0,0,3
3150383,0.0,0,0
3150393,0.0,0,0
3150781,0.0,0,0
3150829,0.0,0,1
3149094,0.0,0,3
3149470,0.0,0,0
3149522,0.0,0,0
3149736,0.0,0,0
3149973,0.0,0,0
3150072,0.0,0,0
3150527,0.0,0,3
3150736,0.0,0,0
3150916,0.0,0,3
3150982,0.0,0,1
3151338,0.0,0,8
3151485,1.0,1,1
3151866,0.0,0,2
3152151,0.0,0,2
3153311,0.0,0,1
3153443,0.0,0,5
3153773,0.0,0,0
3151401,0.0,0,1
3151630,0.0,0,2
3151880,0.0,0,1
3151908,0.0,0,1
3151375,0.0,0,1
3152328,0.0,0,1
3152925,0.0,0,3
3153510,0.0,0,3
3154137,0.0,0,3
3152374,0.0,0,2
3153205,0.0,0,5
3153228,0.0,0,5
3153322,0.0,0,10
3153655,0.0,0,0
3151429,0.0,0,10
3152424,0.043478260869565216,1,23
3152535,0.0,0,1
3152599,0.0,0,2
3152736,0.25,1,4
3153057,0.0,0,4
3153080,0.0,0,0
3153810,0.0,0,6
3151295,0.0,0,1
3151407,0.0,0,1
3151419,0.0,0,1
3151632,0.0,0,1
3151769,0.0,0,2
3151776,0.0,0,1
3152358,0.0,0,0
3152555,0.0,0,13
3152574,0.0,0,2
3151593,0.0,0,1
3152092,0.0,0,3
3153143,0.0,0,1
3153216,0.0,0,3
3153565,0.0,0,0
3154117,0.0,0,1
3154123,0.0,0,0
3154124,0.0,0,0
3151726,0.0,0,1
3152398,0.0,0,1
3152627,0.0,0,3
3152724,0.0,0,3
3153049,0.0,0,0
3153667,0.0,0,4
3153680,0.0,0,1
3153983,0.0,0,0
3151288,0.0,0,14
3151508,0.0,0,4
3151519,0.0,0,4
3151560,0.0,0,18
3151672,0.0,0,0
3151828,0.0,0,0
3152554,0.0,0,4
3152866,0.0,0,1
3152958,0.0,0,5
3153151,0.0,0,0
3153969,0.0,0,0
3154073,0.0,0,3
3152014,0.0,0,0
3152517,0.0,0,0
3153847,0.0,0,2
3154328,0.0,0,1
3154621,0.0,0,1
3154990,0.0,0,19
3155735,0.0,0,1
3155759,0.0,0,0
3156272,0.0,0,0
3156327,0.0,0,0
3156362,0.0,0,0
3156376,0.0,0,0
3156507,0.0,0,0
3156515,0.0,0,0
3154274,0.0,0,2
3154301,0.0,0,1
3154603,0.0,0,4
3155302,0.0,0,1
3155785,0.0,0,7
3156191,0.0,0,0
3156382,0.0,0,8
3156918,0.0,0,2
3155016,0.0,0,1
3155374,0.0,0,1
3154358,0.0,0,0
3154428,0.0,0,1
3154809,0.0,0,6
3156971,0.0,0,0
3154517,0.0,0,12
3154571,0.0,0,5
3154842,0.0,0,0
3154848,0.0,0,1
3155581,0.0,0,4
3156391,0.5,4,8
3154187,0.0,0,2
3154192,0.0,0,1
3154545,0.0,0,9
3156163,0.0,0,1
3156250,0.0,0,13
3156869,0.0,0,5
3156913,0.0,0,2
3154195,0.0,0,11
3154437,0.0,0,4
3154783,0.0,0,1
3155072,0.0,0,2
3155240,0.0,0,7
3156072,0.0,0,1
3156294,0.0,0,5
3156577,0.0,0,0
3155585,0.0,0,0
3156357,0.0,0,0
3156657,0.0,0,0
3156718,0.0,0,3
3154385,0.0,0,1
3154463,0.0,0,3
3155250,0.0,0,0
3156005,0.0,0,1
3156085,0.0,0,7
3156557,0.0,0,0
3156588,0.0,0,2
3154487,0.0,0,0
3154497,0.0,0,0
3154810,0.0,0,1
3154954,0.0,0,0
3155184,0.0,0,1
3155734,0.0,0,4
3155771,0.0,0,4
3156408,0.0,0,1
3156935,0.25,1,4
3154430,0.0,0,0
3154634,0.0,0,0
3155007,0.0,0,2
3155039,0.0,0,0
3155067,0.0,0,0
3155308,0.0,0,0
3155535,0.0,0,0
3155550,0.0,0,0
3155989,0.0,0,4
3156208,0.0,0,0
3156221,0.0,0,0
3156459,0.0,0,1
3156492,0.0,0,2
3157412,0.0,0,4
3157523,0.0,0,5
3157768,0.0,0,8
3158491,0.0,0,1
3158880,0.0,0,4
3159381,0.0,0,3
3159445,0.0,0,1
3159718,0.10256410256410256,4,39
3157113,0.0,0,1
3157658,0.0,0,8
3157738,0.0,0,8
3158231,0.0,0,3
3158884,0.0,0,1
3158904,0.0,0,11
3159962,0.0,0,0
3158741,0.0,0,0
3159475,0.0,0,0
3159510,0.0,0,0
3159838,0.0,0,2
3159887,0.0,0,2
3157223,0.0,0,4
3157273,0.0,0,4
3158213,0.0,0,1
3158454,0.0,0,1
3158459,0.0,0,1
3159091,0.0,0,0
3157083,0.0,0,1
3157264,0.0,0,1
3159032,0.0,0,4
3159269,0.0,0,5
3159647,0.0,0,0
3159744,0.0,0,0
3159776,0.0,0,0
3159802,0.0,0,0
3159982,0.0,0,0
3157170,0.0,0,1
3157376,0.0,0,7
3159899,0.0,0,0
3159913,0.0,0,0
3157075,0.0,0,1
3158512,0.0,0,1
3158640,0.0,0,3
3159131,0.0,0,0
3159598,0.0,0,17
3157362,0.0,0,4
3158030,0.0,0,1
3158970,0.0,0,1
3159010,0.0,0,0
3159108,0.0,0,1
3159346,0.0,0,1
3159812,0.0,0,25
3157060,0.0,0,6
3158148,0.0,0,3
3159607,0.0,0,1
3157058,0.0,0,1
3157300,1.0,1,1
3157477,0.0,0,1
3157842,0.0,0,1
3157878,0.0,0,1
3157945,0.0,0,1
3158372,0.0,0,1
3158597,0.0,0,5
3159110,0.022222222222222223,1,45
3159214,0.0,0,0
3157056,0.0,0,1
3157374,0.0,0,0
3157892,0.75,3,4
3159181,0.0,0,0
3159185,0.0,0,0
3157132,0.0,0,0
3157209,0.0,0,0
3157227,0.0,0,0
3157293,0.0,0,0
3157310,0.0,0,5
3157351,0.0,0,0
3158168,0.0,0,0
3158699,0.0,0,0
3158865,0.0,0,0
3159211,0.0,0,3
3159308,0.0,0,1
3159531,0.0,0,1
3159702,0.0,0,0
3159785,0.0,0,2
3159980,0.0,0,3
3160212,0.0,0,8
3160409,0.0,0,3
3160726,0.0,0,3
3160731,0.0,0,1
3161030,0.0,0,3
3161033,0.0,0,3
3161156,0.0,0,4
3161609,0.0,0,3
3161646,0.0,0,3
3162032,0.0,0,1
3162965,0.0,0,0
3162970,0.0,0,0
3161721,0.0,0,0
3162545,0.0,0,1
3163140,0.0,0,2
3160422,0.0,0,1
3160676,0.0,0,7
3160694,0.0,0,7
3160768,0.0,0,7
3160836,0.0,0,2
3160925,0.0,0,1
3162400,0.0,0,2
3162603,0.0,0,1
3163001,0.0,0,8
3163017,0.0,0,8
3163043,0.0,0,8
3163061,0.0,0,8
3163105,0.0,0,8
3163152,0.0,0,8
3163210,0.0,0,8
3160057,0.0,0,4
3160275,0.0,0,12
3160489,0.0,0,11
3160901,0.0,0,1
3160975,0.0,0,2
3161037,0.0,0,1
3161174,0.0,0,4
3163086,0.0,0,1
3163555,0.0,0,0
3160259,0.0,0,1
3160281,0.0,0,1
3160283,0.0,0,1
3160287,0.0,0,1
3160620,0.0,0,1
3160657,0.0,0,1
3161265,0.0,0,1
3161377,0.0,0,4
3161396,0.0,0,0
3161401,0.0,0,4
3161860,0.0,0,1
3161971,0.0,0,1
3162944,0.0,0,3
3163149,0.0,0,1
3163253,0.0,0,3
3163361,0.0,0,3
3160064,0.0,0,6
3160246,0.0,0,0
3160733,0.0,0,1
3160986,0.0,0,2
3161210,0.0,0,3
3161250,0.0,0,1
3161868,0.0,0,1
3162648,0.0,0,18
3163062,0.0,0,18
3163165,0.0,0,0
3163203,0.0,0,2
3163429,0.0,0,0
3163431,0.0,0,0
3161284,0.0,0,9
3161632,0.0,0,2
3161655,0.0,0,2
3162887,0.0,0,1
3162982,0.0,0,11
3160498,0.0,0,21
3160703,0.0,0,25
3160717,0.0,0,1
3161557,0.0,0,1
3161572,0.0,0,1
3162207,0.0,0,0
3162695,0.0,0,4
3163414,0.0,0,0
3160220,0.058823529411764705,2,34
3160227,0.0,0,1
3160313,0.0,0,2
3160885,0.0,0,1
3160900,0.0,0,1
3162762,0.0,0,0
3163156,0.0,0,1
3160079,0.0,0,1
3160965,0.0,0,0
3161261,0.0,0,37
3161796,0.0,0,2
3162452,0.0,0,1
3162651,0.0,0,37
3162843,0.0,0,1
3163119,0.0,0,2
3163497,0.0,0,2
3160377,0.0,0,1
3160993,0.0,0,31
3161583,0.0,0,5
3161608,0.0,0,1
3161708,0.0,0,63
3161717,0.0,0,1
3162094,0.0,0,0
3162109,0.0,0,8
3162231,0.0,0,0
3162662,0.0,0,12
3163411,0.0,0,5
3163557,0.0,0,9
3160175,0.0,0,0
3161249,0.0,0,0
3161271,0.0,0,0
3161883,0.0,0,0
3163224,0.0,0,1
3163552,0.0,0,2
3163556,0.0,0,0
3163725,0.0,0,5
3163909,0.02564102564102564,1,39
3163921,0.0,0,10
3164002,0.0,0,1
3164159,0.0,0,4
3164608,0.0,0,3
3165577,0.0,0,16
3166068,0.0,0,1
3163960,0.0,0,3
3164006,0.0,0,6
3166012,0.0,0,16
3164533,0.1,3,30
3164944,0.0,0,3
3165503,0.0,0,9
3165654,0.14285714285714285,1,7
3165789,0.0,0,2
3165930,0.0,0,0
3165948,0.0,0,0
3166172,0.0,0,3
3164467,0.0,0,2
3164600,0.0,0,8
3165220,0.09090909090909091,1,11
3165677,0.0,0,3
3164132,0.0,0,15
3164304,0.0,0,3
3164844,0.0,0,2
3164941,0.0,0,1
3165234,0.0,0,4
3165281,0.0,0,2
3166086,0.0,0,1
3166134,0.0,0,0
3166166,0.0,0,0
3163799,0.0,0,3
3163907,0.0,0,1
3163968,0.0,0,1
3164366,0.0,0,1
3164830,0.0,0,4
3165635,0.0,0,1
3165725,0.0,0,1
3165734,0.0,0,1
3166114,0.0,0,1
3163661,0.0,0,6
3164493,0.0,0,28
3164700,0.0,0,2
3164716,0.0,0,2
3165614,0.0,0,0
3163667,0.0,0,1
3163847,0.0,0,3
3163862,0.0,0,3
3165870,0.0,0,1
3163858,0.0,0,7
3164087,0.0,0,3
3164950,0.0,0,13
3165006,0.0,0,13
3163634,0.0,0,5
3163815,0.0,0,3
3165072,0.0,0,6
3165077,0.0,0,0
3165103,0.0,0,0
3165161,0.0,0,1
3165288,0.0,0,2
3165741,0.0,0,27
3163679,0.0,0,7
3164457,0.0,0,5
3164463,1.0,1,1
3164766,0.0,0,0
3165074,0.0,0,1
3165144,0.0,0,1
3165156,0.0,0,1
3164154,0.0,0,4
3164420,0.0,0,5
3164540,0.0,0,5
3164626,0.75,3,4
3164648,0.75,3,4
3164770,0.0,0,4
3164906,0.0,0,0
3164921,0.0,0,0
3165926,0.0,0,1
3163990,0.0,0,0
3165548,0.0,0,2
3165790,0.0,0,1
3166429,0.0,0,1
3166747,0.0,0,1
3167107,0.0,0,0
3167333,0.0,0,0
3167546,0.0,0,13
3167594,0.06060606060606061,2,33
3167632,0.06060606060606061,2,33
3168535,0.0,0,2
3166867,0.0,0,1
3168013,0.0,0,1
3168047,0.0,0,4
3168339,0.0,0,2
3168553,0.0,0,1
3166284,0.0,0,0
3166286,0.0,0,0
3166291,0.0,0,0
3166296,0.0,0,0
3166418,0.0,0,0
3166936,0.0,0,2
3167342,0.0,0,0
3168050,0.0,0,0
3168175,0.0,0,0
3166527,0.0,0,9
3166916,0.0,0,1
3167087,0.0,0,0
3167366,0.0,0,0
3167588,0.0,0,5
3167984,0.0,0,3
3166451,0.0,0,1
3166872,0.0,0,1
3167290,0.0,0,2
3167483,0.0,0,13
3168313,0.0,0,1
3168395,0.0,0,1
3166290,0.0,0,9
3166482,0.0,0,1
3166503,0.0,0,3
3167429,0.0,0,3
3168076,0.0,0,0
3166761,0.0,0,8
3167262,0.0,0,1
3166415,0.0,0,1
3167147,0.0,0,2
3167657,0.0,0,0
3167781,0.0,0,0
3168009,0.0,0,1
3166370,0.0,0,2
3167418,0.0,0,2
3167847,0.0,0,4
3168248,0.0,0,0
3166293,0.0,0,1
3166306,0.0,0,1
3166551,0.0,0,1
3166877,0.0,0,1
3167063,0.0,0,1
3167372,0.0,0,1
3167375,0.0,0,0
3167459,0.06896551724137931,2,29
3167831,0.0,0,1
3168003,0.0,0,27
3168563,0.0,0,1
3168568,0.0,0,1
3167447,0.0,0,0
3167547,0.0,0,3
3167687,0.0,0,5
3168024,0.0,0,1
3168190,0.0,0,2
3168234,0.0,0,3
3166298,0.0,0,1
3166900,0.0,0,1
3167303,0.0,0,7
3167320,0.0,0,1
3167321,0.0,0,7
3167337,0.0,0,1
3168000,0.0,0,1
3168061,0.0,0,3
3168595,0.0,0,37
3166969,0.0,0,0
3167016,0.0,0,4
3167797,0.0,0,0
3168005,0.0,0,3
3168008,0.0,0,3
3166510,0.0,0,5
3167967,0.0,0,0
3168773,0.0,0,22
3169209,0.0,0,2
3169552,0.0,0,4
3169824,0.02702702702702703,1,37
3170295,0.0,0,19
3168681,0.0,0,4
3168888,0.0,0,0
3170182,0.0,0,1
3170184,0.0,0,1
3170536,0.0,0,17
3170585,0.0,0,0
3170595,0.0,0,0
3170668,0.0,0,0
3170849,0.0,0,13
3169071,0.0,0,1
3170242,0.0,0,8
3170347,0.0,0,1
3171088,0.0,0,0
3168798,0.0,0,0
3168997,0.0,0,1
3169030,0.0,0,2
3169692,0.0,0,0
3169904,0.0,0,2
3169951,0.3333333333333333,1,3
3170053,0.3333333333333333,1,3
3170393,0.0,0,0
3171174,0.0,0,4
3171242,0.0,0,2
3168741,0.0,0,1
3169268,0.0,0,1
3169352,1.0,2,2
3169355,1.0,2,2
3170279,0.0,0,6
3170471,0.0,0,1
3170589,0.10256410256410256,4,39
3171064,0.0,0,3
3171145,0.0,0,1
3169232,0.0,0,2
3170044,0.0,0,1
3170060,0.0,0,1
3170806,0.0,0,0
3171253,0.0,0,0
3171264,0.0,0,0
3168734,0.0,0,1
3169770,0.0,0,1
3169807,0.0,0,1
3169863,0.0,0,1
3170043,0.0,0,2
3170505,0.0,0,3
3170523,0.0,0,3
3170748,0.0,0,8
3171235,0.0,0,10
3171442,0.0,0,2
3168752,0.0,0,1
3170408,0.0,0,15
3170874,0.0,0,0
3171117,0.0,0,2
3171309,0.0,0,1
3169117,0.0,0,1
3169868,0.0,0,4
3170300,0.0,0,0
3170550,0.0,0,1
3170919,0.0,0,22
3168927,0.0,0,2
3169290,0.0,0,0
3171221,0.0,0,11
3171230,0.0,0,11
3168704,0.0,0,1
3169091,0.0,0,1
3169772,0.0,0,1
3169976,0.0,0,7
3170580,0.0,0,2
3170912,0.0,0,2
3171164,0.0,0,13
3171176,0.0,0,13
3171003,0.0,0,25
3171350,0.0,0,44
3171389,0.0,0,0
3169634,0.0,0,1
3170658,0.0,0,0
3170706,0.0,0,0
3171377,0.0,0,0
3171378,0.0,0,0
3169778,0.0,0,0
3171138,0.08333333333333333,1,12
3171140,0.0,0,2
3171405,0.0,0,1
3171468,0.0,0,1
3168635,0.0,0,5
3169250,0.0,0,1
3169261,0.0,0,31
3169426,0.0,0,4
3169959,0.0,0,14
3170039,0.0,0,1
3170096,0.0,0,0
3170435,0.0,0,29
3171407,0.0,0,47
3168701,0.0,0,0
3169323,0.0,0,0
3169847,0.0,0,3
3169932,0.0,0,0
3170103,0.0,0,0
3170609,0.0,0,2
3170863,0.0,0,0
3172128,0.0,0,6
3172366,0.0,0,3
3173459,0.0,0,2
3173602,0.0,0,2
3173722,0.0,0,1
3172714,0.0,0,1
3172767,0.0,0,3
3173112,0.0,0,0
3173335,0.0,0,1
3173971,0.0,0,3
3172183,0.0,0,2
3173140,0.0,0,13
3173225,0.0,0,1
3173480,0.0,0,8
3172364,0.0,0,1
3172794,0.0,0,2
3172809,0.0,0,1
3174203,0.0,0,8
3174286,0.0,0,1
3171842,0.0,0,1
3172000,0.0,0,3
3172830,0.0,0,35
3172888,0.0,0,1
3173471,0.0,0,8
3172287,0.0,0,2
3173151,0.0,0,15
3173607,0.10256410256410256,4,39
3173751,0.0,0,0
3173846,0.0,0,0
3173904,0.0,0,0
3173946,0.0,0,1
3174162,0.0,0,0
3171643,0.0,0,3
3171791,0.0,0,2
3171947,0.0,0,13
3172174,1.0,1,1
3172423,0.0,0,1
3172673,0.0,0,3
3172710,0.0,0,1
3172836,0.0,0,2
3173336,0.0,0,1
3173428,0.0,0,1
3174295,0.0,0,2
3172376,0.0,0,0
3172671,0.0,0,3
3172739,0.0,0,1
3172740,0.0,0,3
3172763,0.0,0,3
3172800,0.0,0,4
3172903,0.0,0,1
3173186,0.0,0,2
3172358,0.0,0,2
3173120,0.0,0,20
3173628,0.0,0,0
3173841,0.0,0,0
3174114,0.0,0,0
3172936,0.0,0,1
3173528,0.0,0,0
3171802,0.0,0,4
