TransactionID,TransactionAmt_mean,TransactionAmt_sum,TransactionAmtcnt
2996691,127.52999999999997,4718.61,37
2993583,0.0,0.0,0
2993632,0.0,0.0,0
2993968,134.5,269.0,2
2994328,0.0,0.0,0
2994335,0.0,0.0,0
2994823,0.0,0.0,0
2994974,0.0,0.0,0
2995281,0.0,0.0,0
2995293,0.0,0.0,0
2995779,50.0,50.0,1
2996004,0.0,0.0,0
2996108,0.0,0.0,0
2996124,0.0,0.0,0
2996146,552.0,552.0,1
2996159,187.50437499999995,3000.0699999999997,16
2996202,0.0,0.0,0
2996216,0.0,0.0,0
2996687,233.1818181818182,2565.0,11
2996779,134.475,268.95,2
2996924,360.0,1080.0,3
2997149,97.76333333333335,879.8700000000001,9
2997164,97.76333333333335,879.8700000000001,9
2997176,97.76333333333335,879.8700000000001,9
2997373,56.833333333333336,170.5,3
2997425,50.787,507.87,10
2997453,444.5683333333333,2667.41,6
2997465,120.13571428571429,840.95,7
2997480,36.5,36.5,1
2997488,36.5,36.5,1
2997752,95.0,190.0,2
2997783,79.2078947368421,1504.95,19
2997863,59.0,472.0,8
2997937,81.62142857142858,571.35,7
2997939,95.0,190.0,2
2998024,77.0,77.0,1
2998034,171.0,171.0,1
2998208,66.4925,265.97,4
2998415,29.0,29.0,1
2998661,97.76333333333335,879.8700000000001,9
2998768,97.76333333333335,879.8700000000001,9
2998949,59.0,472.0,8
2999150,92.0,92.0,1
2999254,29.0,29.0,1
2999429,390.0,390.0,1
2999482,88.63333333333333,265.9,3
2999493,88.63333333333333,265.9,3
3000062,0.0,0.0,0
2996810,44.25,88.5,2
2997136,194.33333333333334,583.0,3
2997137,117.07692307692308,1522.0,13
2997161,106.14000000000001,1061.4,10
2997787,0.0,0.0,0
2997854,85.0,255.0,3
2997945,304.6666666666667,914.0,3
2997994,163.975,327.95,2
2998188,70.0,210.0,3
2998204,196.64285714285714,1376.5,7
2998214,554.0,554.0,1
2998337,123.556,617.78,5
2998460,118.02,118.02,1
2998600,117.0,117.0,1
2998773,106.14000000000001,1061.4,10
2998833,97.0,97.0,1
2998988,0.0,0.0,0
2998999,105.18625,841.49,8
3000078,127.52999999999997,4718.61,37
3000236,0.0,0.0,0
2996857,0.0,0.0,0
2997370,187.50437499999995,3000.0699999999997,16
2997692,187.50437499999995,3000.0699999999997,16
2997768,0.0,0.0,0
2997869,54.0,54.0,1
2997892,54.0,54.0,1
2998037,0.0,0.0,0
2998078,0.0,0.0,0
2998117,0.0,0.0,0
2998366,117.0,117.0,1
2998966,0.0,0.0,0
2999373,130.95,130.95,1
2999503,0.0,0.0,0
2999774,0.0,0.0,0
3000331,77.0,77.0,1
3000340,209.95,209.95,1
3000465,69.78,69.78,1
3000517,0.0,0.0,0
3000632,0.0,0.0,0
3000656,107.95,107.95,1
3000895,0.0,0.0,0
3000907,217.33333333333334,652.0,3
3000936,81.62444444444445,734.62,9
3000995,107.64999999999999,322.95,3
3001183,0.0,0.0,0
3001227,0.0,0.0,0
3001676,0.0,0.0,0
3001929,0.0,0.0,0
3001965,59.0,59.0,1
3002053,127.5,637.5,5
3002426,0.0,0.0,0
3002458,0.0,0.0,0
3002517,77.95,77.95,1
3002582,226.0,226.0,1
3002706,217.33333333333334,652.0,3
3003324,150.29999999999998,450.9,3
3003709,344.6666666666667,1034.0,3
3004111,499.95,499.95,1
3000254,77.0,77.0,1
3000265,77.0,77.0,1
3000276,360.0,1080.0,3
3000306,360.0,1080.0,3
3000712,112.98,451.92,4
3000819,29.0,29.0,1
3000999,360.0,1080.0,3
3001009,360.0,1080.0,3
3001066,59.0,472.0,8
3001097,0.0,0.0,0
3001223,81.63529411764706,1387.8,17
3001575,0.0,0.0,0
3001729,59.0,472.0,8
3001752,59.0,472.0,8
3001761,0.0,0.0,0
3001849,56.0,168.0,3
3001870,56.0,168.0,3
3002264,724.0,724.0,1
3002345,724.0,724.0,1
3002374,724.0,724.0,1
3002397,724.0,724.0,1
3002527,1248.95,1248.95,1
3002727,39.0,39.0,1
3003070,59.0,59.0,1
3003169,0.0,0.0,0
3003838,59.0,59.0,1
3003847,59.0,59.0,1
3003901,117.0,117.0,1
3003913,117.0,117.0,1
3004009,390.0,390.0,1
3004293,300.0,300.0,1
3000286,108.5,108.5,1
3000526,123.556,617.78,5
3000553,39.975,79.95,2
3000576,123.556,617.78,5
3000809,39.975,79.95,2
3000851,115.71249999999999,462.84999999999997,4
3000960,200.0,200.0,1
3001102,39.975,79.95,2
3001135,39.975,79.95,2
3001170,39.975,79.95,2
3001348,39.975,79.95,2
3001358,0.0,0.0,0
3001378,127.52999999999997,4718.61,37
3001443,0.0,0.0,0
3001470,0.0,0.0,0
3001797,117.0,117.0,1
3001831,0.0,0.0,0
3001852,0.0,0.0,0
3002019,2494.95,2494.95,1
3002125,94.60625,756.8499999999999,8
3002332,0.0,0.0,0
3002877,106.97999999999999,534.9,5
3002920,106.97999999999999,534.9,5
3003190,106.97999999999999,534.9,5
3003415,57.28333333333334,171.85000000000002,3
3004165,0.0,0.0,0
3004228,0.0,0.0,0
3000574,0.0,0.0,0
3000617,0.0,0.0,0
3000760,0.0,0.0,0
3000983,0.0,0.0,0
3001394,0.0,0.0,0
3001502,50.0,50.0,1
3002055,0.0,0.0,0
3003443,163.21428571428572,1142.5,7
3003640,48.975,97.95,2
3004143,0.0,0.0,0
3004288,128.90625,2062.5,16
3004460,68.29230769230769,887.8000000000001,13
3004479,431.2,2156.0,5
3004492,15.0,15.0,1
3004645,0.0,0.0,0
3004648,23.523333333333337,70.57000000000001,3
3004683,40.300000000000004,241.8,6
3004684,23.523333333333337,70.57000000000001,3
3004801,1169.76,1169.76,1
3004856,39.95,79.9,2
3004860,82.85175,331.407,4
3004906,29.0,29.0,1
3005126,268.09000000000003,1340.45,5
3005295,117.0,234.0,2
3005325,226.0,452.0,2
3005457,431.2,2156.0,5
3005474,59.0,59.0,1
3005494,431.2,2156.0,5
3005515,431.2,2156.0,5
3005793,0.0,0.0,0
3006092,59.0,118.0,2
3006268,66.81666666666666,200.45,3
3006370,95.17727272727274,1046.95,11
3006380,95.17727272727274,1046.95,11
3006447,82.25,329.0,4
3006451,171.0,171.0,1
3006539,45.858999999999995,45.858999999999995,1
3006551,0.0,0.0,0
3006598,34.258,34.258,1
3006632,85.19200000000001,85.19200000000001,1
3006687,29.0,87.0,3
3006776,86.99727272727273,956.97,11
3006806,298.7375,1194.95,4
3006998,171.0,171.0,1
3007013,140.0,140.0,1
3007024,171.0,171.0,1
3007079,51.0,255.0,5
3007178,67.52785714285714,945.39,14
3007291,0.0,0.0,0
3007429,226.0,452.0,2
3007450,55.5,111.0,2
3007480,34.0,34.0,1
3007517,298.7375,1194.95,4
3007550,226.0,226.0,1
3007642,26.983333333333334,80.95,3
3008254,0.0,0.0,0
3004497,0.0,0.0,0
3004915,34.0,34.0,1
3005072,0.0,0.0,0
3005291,0.0,0.0,0
3005441,54.5,218.0,4
3006305,302.65000000000003,907.95,3
3007171,79.85000000000001,558.95,7
3007606,110.8975,2217.95,20
3007661,55.274,276.37,5
3007732,0.0,0.0,0
3007748,297.1,297.1,1
3007770,297.1,297.1,1
3007911,499.95,499.95,1
3008009,0.0,0.0,0
3008138,246.17,246.17,1
3004626,49.0,98.0,2
3005114,53.475,106.95,2
3005579,132.725,530.9,4
3005624,53.475,106.95,2
3005803,271.1666666666667,1627.0,6
3005932,96.43333333333334,867.9000000000001,9
3006587,216.0,432.0,2
3006696,49.0,98.0,2
3006790,59.0,59.0,1
3006883,56.5,56.5,1
3007392,59.0,59.0,1
3008062,12.97,12.97,1
3008079,56.96666666666667,170.9,3
3008167,390.0,390.0,1
3004809,15.95,15.95,1
3004910,317.5,317.5,1
3004963,55.25,221.0,4
3004972,55.25,221.0,4
3004975,59.95,59.95,1
3004982,15.95,15.95,1
3005488,43.475,86.95,2
3006102,117.0,117.0,1
3006122,117.0,117.0,1
3006183,117.0,117.0,1
3006202,117.0,117.0,1
3006475,72.5,145.0,2
3007969,230.3741666666666,5528.9800000000005,24
3008101,0.0,0.0,0
3008158,123.475,246.95,2
3008160,123.475,246.95,2
3008189,95.67916666666667,1148.15,12
3008190,78.28200000000001,782.8199999999999,10
3004731,0.0,0.0,0
3004836,0.0,0.0,0
3005002,0.0,0.0,0
3005025,0.0,0.0,0
3005053,0.0,0.0,0
3005071,0.0,0.0,0
3005212,0.0,0.0,0
3005390,0.0,0.0,0
3005407,0.0,0.0,0
3005413,0.0,0.0,0
3005735,27.5,27.5,1
3005769,0.0,0.0,0
3006206,0.0,0.0,0
3006387,187.50437499999995,3000.0699999999997,16
3006404,187.50437499999995,3000.0699999999997,16
3006759,0.0,0.0,0
3006779,47.95,47.95,1
3006959,165.0,330.0,2
3007387,0.0,0.0,0
3007722,163.21428571428572,1142.5,7
3007803,117.0,117.0,1
3008265,157.485,314.97,2
3008615,134.475,268.95,2
3008808,163.95,163.95,1
3008823,163.95,163.95,1
3008848,189.16666666666666,1135.0,6
3008944,117.0,117.0,1
3008968,117.0,117.0,1
3009023,271.75,543.5,2
3009146,37.975,75.95,2
3009220,475.0,475.0,1
3009288,171.0,171.0,1
3009304,46.75,187.0,4
3009316,12.5,12.5,1
3009323,46.75,187.0,4
3009338,99.975,199.95,2
3009485,68.3,341.5,5
3009535,68.3,341.5,5
3009537,40.0,40.0,1
3009604,403.27200000000005,2016.3600000000001,5
3009673,217.25,434.5,2
3009713,92.0,92.0,1
3009728,95.3851724137931,2766.17,29
3009804,95.3851724137931,2766.17,29
3010082,78.788,78.788,1
3010159,68.3,341.5,5
3010205,0.0,0.0,0
3010295,111.33333333333333,334.0,3
3010308,607.78,607.78,1
3010320,388.16,388.16,1
3010338,141.99,141.99,1
3010358,36.131,72.262,2
3010536,22.476,22.476,1
3010956,217.25,434.5,2
3011194,67.7,338.5,5
3011410,27.430999999999997,27.430999999999997,1
3011486,475.0,475.0,1
3011822,55.103,110.206,2
3008275,200.0,600.0,3
3008317,95.17727272727274,1046.95,11
3008592,431.2,2156.0,5
3008777,137.5,275.0,2
3008882,117.0,117.0,1
3009056,226.0,226.0,1
3009154,226.0,226.0,1
3009155,59.0,59.0,1
3009166,88.5,88.5,1
3009168,226.0,226.0,1
3009180,88.5,88.5,1
3009230,59.0,59.0,1
3009244,59.0,59.0,1
3009633,48.95,48.95,1
3009678,35.95,35.95,1
3010054,0.0,0.0,0
3010071,24.5,24.5,1
3010240,72.07833333333333,432.47,6
3010591,10.95,10.95,1
3011335,53.5,107.0,2
3011419,231.28666666666666,2081.58,9
3011772,66.45,132.9,2
3008932,89.64999999999999,537.9,6
3009483,139.03518518518516,3753.95,27
3009616,55.274,276.37,5
3009677,36.5,36.5,1
3009881,54.5,218.0,4
3009893,54.5,218.0,4
3009977,59.0,59.0,1
3010199,54.5,218.0,4
3010203,55.85,390.95,7
3010222,54.5,218.0,4
3010376,49.0,49.0,1
3010464,81.62444444444445,734.62,9
3010568,302.65000000000003,907.95,3
3010669,297.1,297.1,1
3010697,297.1,297.1,1
3010730,297.1,297.1,1
3010745,297.1,297.1,1
3011395,0.0,0.0,0
3011431,111.5277777777778,1003.75,9
3011662,408.46250000000003,1633.8500000000001,4
3011827,30.95,30.95,1
3008314,160.5,160.5,1
3008321,160.5,160.5,1
3008645,0.0,0.0,0
3008962,54.0,54.0,1
3009005,54.0,54.0,1
3009158,32.97,32.97,1
3009207,146.99,734.95,5
3009610,0.0,0.0,0
3010311,171.0,171.0,1
3010619,56.5,56.5,1
3010779,59.0,59.0,1
3011187,206.0,412.0,2
3011212,0.0,0.0,0
3011223,107.95,107.95,1
3011722,171.0,171.0,1
3008437,124.94916666666667,1499.39,12
3008772,100.0,200.0,2
3009403,95.67916666666667,1148.15,12
3010166,75.14500000000001,751.45,10
3010183,44.333333333333336,133.0,3
3010606,83.51,83.51,1
3011368,0.0,0.0,0
3008361,0.0,0.0,0
3008369,0.0,0.0,0
3008373,0.0,0.0,0
3008675,0.0,0.0,0
3009072,81.39,406.95,5
3009127,24.5,49.0,2
3009785,0.0,0.0,0
3009801,0.0,0.0,0
3009812,0.0,0.0,0
3009975,97.22500000000001,583.35,6
3010185,0.0,0.0,0
3010285,0.0,0.0,0
3010321,0.0,0.0,0
3010501,0.0,0.0,0
3010620,110.225,440.9,4
3010634,27.5,27.5,1
3010786,0.0,0.0,0
3011408,0.0,0.0,0
3011572,0.0,0.0,0
3011590,160.5,321.0,2
3011597,160.5,321.0,2
3011968,140.49,1404.9,10
3012115,99.64999999999999,298.95,3
3012216,200.0,800.0,4
3012375,46.1605,92.321,2
3012430,0.0,0.0,0
3012459,46.1605,92.321,2
3012468,0.0,0.0,0
3012582,115.40952380952379,2423.5999999999995,21
3012620,41.40766666666667,124.22300000000001,3
3012640,37.883,75.766,2
3012647,0.0,0.0,0
3012657,88.85799999999999,266.57399999999996,3
3012664,41.40766666666667,124.22300000000001,3
3012689,41.40766666666667,124.22300000000001,3
3012692,41.40766666666667,124.22300000000001,3
3012704,41.40766666666667,124.22300000000001,3
3012827,277.7375,2221.9,8
3012886,49.665,99.33,2
3012928,136.1025,1088.8200000000002,8
3012961,146.66666666666666,440.0,3
3012989,53.827777777777776,484.45,9
3013170,946.63,946.63,1
3013264,46.282,92.564,2
3013322,12.809000000000001,25.618000000000002,2
3013350,66.5,199.5,3
3013389,32.283,32.283,1
3013395,56.31100000000001,112.62200000000001,2
3013407,56.31100000000001,112.62200000000001,2
3013413,56.31100000000001,112.62200000000001,2
3013418,36.75,73.5,2
3013423,56.31100000000001,112.62200000000001,2
3013431,56.31100000000001,112.62200000000001,2
3013454,56.31100000000001,112.62200000000001,2
3013486,0.0,0.0,0
3013545,146.0,146.0,1
3013558,287.95,287.95,1
3013594,52.333333333333336,157.0,3
3013608,52.333333333333336,157.0,3
3013655,18.7305,187.305,10
3013672,46.282,92.564,2
3013687,18.7305,187.305,10
3013737,268.288947368421,5097.49,19
3013796,18.7305,187.305,10
3013873,36.75,73.5,2
3013886,24.0,24.0,1
3013928,268.288947368421,5097.49,19
3013932,0.0,0.0,0
3013972,99.64999999999999,298.95,3
3014009,171.0,171.0,1
3014098,0.0,0.0,0
3014139,99.64999999999999,298.95,3
3014160,226.0,226.0,1
3014351,0.0,0.0,0
3014371,52.95000000000001,158.85000000000002,3
3014384,39.657,39.657,1
3014421,0.0,0.0,0
3014497,0.0,0.0,0
3014510,60.166666666666664,180.5,3
3014522,7.372000000000001,7.372000000000001,1
3014540,268.288947368421,5097.49,19
3014614,268.288947368421,5097.49,19
3014754,202.4875,809.95,4
3014928,0.0,0.0,0
3014959,15.83,15.83,1
3014974,135.475,270.95,2
3015006,0.0,0.0,0
3015009,59.0,59.0,1
3015076,25.0,25.0,1
3015113,94.482,472.41,5
3015306,0.0,0.0,0
3015553,268.288947368421,5097.49,19
3015557,268.288947368421,5097.49,19
3011905,48.95,48.95,1
3012122,117.0,117.0,1
3012133,127.5,255.0,2
3012321,477.7099999999999,2388.5499999999997,5
3012515,103.25,206.5,2
3012624,475.0,475.0,1
3012646,475.0,475.0,1
3012722,475.0,475.0,1
3012783,475.0,475.0,1
3012896,475.0,475.0,1
3012921,40.0,40.0,1
3012922,475.0,475.0,1
3013007,7.1405,14.281,2
3013008,111.33333333333333,334.0,3
3013029,7.1405,14.281,2
3013045,56.31100000000001,168.93300000000002,3
3013087,56.31100000000001,56.31100000000001,1
3013088,0.0,0.0,0
3013093,28.97125,115.885,4
3013102,117.0,117.0,1
3013129,117.0,117.0,1
3013146,0.0,0.0,0
3013243,117.0,117.0,1
3013270,117.0,117.0,1
3013300,56.31100000000001,168.93300000000002,3
3013303,56.31100000000001,168.93300000000002,3
3013308,56.31100000000001,168.93300000000002,3
3013374,56.31100000000001,168.93300000000002,3
3013378,56.31100000000001,168.93300000000002,3
3013386,56.31100000000001,168.93300000000002,3
3013419,59.0,59.0,1
3013576,104.1035,208.207,2
3013647,120.81583333333334,1449.79,12
3013654,50.0,50.0,1
3013733,56.31100000000001,56.31100000000001,1
3013736,0.0,0.0,0
3013976,55.0,55.0,1
3014034,55.0,55.0,1
3014055,34.5,34.5,1
3014109,28.97125,115.885,4
3014115,28.97125,115.885,4
3014200,0.0,0.0,0
3014311,59.0,59.0,1
3014357,53.5,107.0,2
3014406,0.0,0.0,0
3014496,163.57,817.85,5
3014568,33.82025,135.281,4
3014876,22.718,68.154,3
3014907,475.0,475.0,1
3014967,22.718,68.154,3
3015092,28.97125,115.885,4
3015120,0.0,0.0,0
3015148,160.5,160.5,1
3015165,160.5,160.5,1
3015168,0.0,0.0,0
3015200,0.0,0.0,0
3015208,210.95,210.95,1
3015318,0.0,0.0,0
3015319,29.364,29.364,1
3015556,98.5,197.0,2
3015590,0.0,0.0,0
3015611,0.0,0.0,0
3015614,0.0,0.0,0
3011975,0.0,0.0,0
3012769,226.0,452.0,2
3012788,67.83142857142856,474.81999999999994,7
3012820,92.0,92.0,1
3012858,67.83142857142856,474.81999999999994,7
3013808,527.0,1054.0,2
3014147,226.0,452.0,2
3014325,9.0,9.0,1
3014615,445.0,445.0,1
3014707,86.99727272727273,956.97,11
3015026,29.0,29.0,1
3015080,380.8740000000001,9521.85,25
3015444,0.0,0.0,0
3015450,0.0,0.0,0
3015555,0.0,0.0,0
3012089,117.0,117.0,1
3013024,210.55,210.55,1
3013189,59.0,59.0,1
3014957,92.16999999999999,460.84999999999997,5
3015364,445.0,890.0,2
3012552,216.0,432.0,2
3012577,216.0,432.0,2
3012861,216.0,432.0,2
3013131,24.5,24.5,1
3013153,117.0,117.0,1
3013166,146.0,146.0,1
3013177,117.0,117.0,1
3013376,100.0,100.0,1
3013412,100.0,100.0,1
3013744,171.0,171.0,1
3013783,171.0,171.0,1
3013833,63.95,63.95,1
3014059,34.95,69.9,2
3014481,129.6902777777777,4668.849999999999,36
3014565,129.6902777777777,4668.849999999999,36
3014566,44.604166666666664,535.25,12
3014604,129.6902777777777,4668.849999999999,36
3014622,170.0,510.0,3
3014636,170.0,510.0,3
3014817,56.5,56.5,1
3015616,39.0,78.0,2
3015622,0.0,0.0,0
3012330,101.29769230769229,3950.609999999999,39
3012873,118.0,826.0,7
3013033,75.0,75.0,1
3013588,117.0,585.0,5
3013646,160.5,160.5,1
3013650,160.5,160.5,1
3013773,277.85249999999996,2222.82,8
3013872,304.6666666666667,914.0,3
3014557,53.8,269.0,5
3011889,0.0,0.0,0
3011955,0.0,0.0,0
3011972,0.0,0.0,0
3012471,107.95,107.95,1
3012537,39.0,39.0,1
3012563,0.0,0.0,0
3012575,0.0,0.0,0
3012804,0.0,0.0,0
3012839,0.0,0.0,0
3012857,0.0,0.0,0
3012957,0.0,0.0,0
3013065,0.0,0.0,0
3013070,0.0,0.0,0
3013110,0.0,0.0,0
3013205,0.0,0.0,0
3013917,0.0,0.0,0
3014074,0.0,0.0,0
3014271,0.0,0.0,0
3014343,97.22500000000001,583.35,6
3014479,27.5,27.5,1
3014511,27.5,27.5,1
3014538,163.21428571428572,1142.5,7
3014578,280.805,561.61,2
3015057,0.0,0.0,0
3015239,135.95,135.95,1
3015478,0.0,0.0,0
3015480,0.0,0.0,0
3015546,130.95,130.95,1
3015701,50.0,50.0,1
3015912,46.84375,187.375,4
3015915,0.0,0.0,0
3016015,34.95,34.95,1
3016241,117.0,117.0,1
3016446,84.588,84.588,1
3016671,46.2,231.0,5
3016713,294.14125,11765.649999999998,40
3016749,81.455,2117.83,26
3016767,81.455,2117.83,26
3016777,149.95,149.95,1
3016782,46.2,231.0,5
3016897,171.33333333333334,514.0,3
3016919,93.0725,1116.8700000000001,12
3016939,35.975,143.9,4
3017203,6.996,6.996,1
3017373,187.0,374.0,2
3017415,3162.95,3162.95,1
3017494,153.63333333333333,460.9,3
3017729,0.0,0.0,0
3017743,82.0,82.0,1
3017767,69.90585714285714,489.341,7
3017787,186.0,186.0,1
3017916,0.0,0.0,0
3018135,0.0,0.0,0
3018143,77.75681818181819,1710.65,22
3018146,186.0,186.0,1
3018188,0.0,0.0,0
3018213,77.75681818181819,1710.65,22
3018230,49.0,49.0,1
3018256,0.0,0.0,0
3018258,117.0,117.0,1
3018267,3162.95,3162.95,1
3018287,117.0,117.0,1
3018681,34.0885,272.70799999999997,8
3018697,28.994333333333334,86.983,3
3018876,85.55285714285715,598.87,7
3018973,6.996,6.996,1
3018980,6.996,6.996,1
3018986,6.996,6.996,1
3018990,6.996,6.996,1
3018998,6.996,6.996,1
3018999,64.20949999999999,128.41899999999998,2
3019041,85.55285714285715,598.87,7
3019112,77.75681818181819,1710.65,22
3019125,77.75681818181819,1710.65,22
3019320,0.0,0.0,0
3019483,0.0,0.0,0
3019522,0.0,0.0,0
3019565,0.0,0.0,0
3019668,0.0,0.0,0
3019670,0.0,0.0,0
3019673,0.0,0.0,0
3019674,0.0,0.0,0
3019682,0.0,0.0,0
3015958,0.0,0.0,0
3016035,202.09703703703704,5456.62,27
3016083,213.0,213.0,1
3016172,280.5,561.0,2
3016404,131.0,131.0,1
3016429,0.0,0.0,0
3016601,0.0,0.0,0
3016628,0.0,0.0,0
3016638,203.011,203.011,1
3016647,203.011,203.011,1
3016725,203.011,203.011,1
3016750,203.011,203.011,1
3016783,0.0,0.0,0
3016795,0.0,0.0,0
3017349,268.288947368421,5097.49,19
3017416,0.0,0.0,0
3017417,268.288947368421,5097.49,19
3017441,268.288947368421,5097.49,19
3017518,0.0,0.0,0
3017528,0.0,0.0,0
3017553,48.95,48.95,1
3017675,182.287,182.287,1
3017840,135.5,271.0,2
3017863,135.5,271.0,2
3017885,69.95,69.95,1
3017922,268.288947368421,5097.49,19
3018073,0.0,0.0,0
3018084,50.0,50.0,1
3018127,40.125666666666675,361.131,9
3018493,101.50585714285715,710.541,7
3018504,0.0,0.0,0
3018678,0.0,0.0,0
3018918,59.0,59.0,1
3019022,0.0,0.0,0
3019047,49.0,49.0,1
3019060,49.0,49.0,1
3019129,75.0,75.0,1
3019289,71.99285714285715,503.95,7
3019374,25.375999999999998,25.375999999999998,1
3019380,0.0,0.0,0
3019502,0.0,0.0,0
3019532,49.0,49.0,1
3019543,49.0,49.0,1
3016059,53.5,107.0,2
3016351,0.0,0.0,0
3016804,39.745,79.49,2
3016823,63.132857142857134,441.92999999999995,7
3016971,475.0,475.0,1
3017005,475.0,475.0,1
3017112,289.25,578.5,2
3017635,330.99,330.99,1
3017848,125.05428571428568,3501.5199999999995,28
3018023,125.05428571428568,3501.5199999999995,28
3018029,87.25,174.5,2
3018617,7.1405,14.281,2
3018720,0.0,0.0,0
3018793,10.573,10.573,1
3018944,82.95,82.95,1
3019219,90.975,181.95,2
3019640,0.0,0.0,0
3015741,380.8740000000001,9521.85,25
3016032,319.05999999999995,2552.48,8
3016573,208.03477272727275,9153.530000000002,44
3017369,226.0,226.0,1
3017766,95.17727272727274,1046.95,11
3018318,168.29679999999996,4207.42,25
3018886,35.95,35.95,1
3019205,117.0,117.0,1
3019225,319.21,319.21,1
3019259,52.95,52.95,1
3019644,0.0,0.0,0
3015626,34.0,34.0,1
3015636,0.0,0.0,0
3016932,0.0,0.0,0
3017092,91.24343749999996,2919.79,32
3017274,49.333333333333336,148.0,3
3018317,59.0,59.0,1
3018640,51.25,307.5,6
3018957,149.95,149.95,1
3019118,79.67999999999999,398.4,5
3019458,25.95,25.95,1
3015880,0.0,0.0,0
3017421,0.0,0.0,0
3017447,78.16666666666667,234.5,3
3017892,35.95,35.95,1
3018243,34.475,68.95,2
3018315,171.0,171.0,1
3018339,171.0,171.0,1
3019398,117.0,117.0,1
3019641,56.5,56.5,1
3015693,108.89523809523808,2286.8,21
3015748,85.0,255.0,3
3016115,59.0,59.0,1
3016364,68.5,68.5,1
3016415,24.5,24.5,1
3016611,44.474999999999994,177.89999999999998,4
3016937,58.95,58.95,1
3017239,238.0,476.0,2
3017375,68.5,68.5,1
3017398,59.95,59.95,1
3017459,127.52999999999997,4718.61,37
3017742,117.0,117.0,1
3017762,117.0,117.0,1
3018007,62.484000000000016,624.8400000000001,10
3018149,44.25,88.5,2
3018437,117.0,117.0,1
3018517,107.95,107.95,1
3018614,0.0,0.0,0
3018885,47.95,47.95,1
3018949,53.8,269.0,5
3019036,60.379999999999995,301.9,5
3019063,60.379999999999995,301.9,5
3019294,129.82500000000002,778.95,6
3019418,44.25,88.5,2
3015926,0.0,0.0,0
3016138,0.0,0.0,0
3016154,0.0,0.0,0
3016205,0.0,0.0,0
3016641,0.0,0.0,0
3017048,24.5,49.0,2
3017466,0.0,0.0,0
3017478,0.0,0.0,0
3017632,0.0,0.0,0
3017699,0.0,0.0,0
3017724,57.975,115.95,2
3017958,57.975,115.95,2
3018308,0.0,0.0,0
3018399,0.0,0.0,0
3018443,335.0,335.0,1
3018523,0.0,0.0,0
3018940,0.0,0.0,0
3019347,58.95,58.95,1
3019360,58.95,117.9,2
3019504,159.95,159.95,1
3019685,89.095,890.95,10
