TransactionID,mean,sum,cnt
3663595,0.0,0,5
3663708,0.0,0,3
3663882,0.0,0,0
3663872,0.0,0,7
3664012,0.0,0,2
3663718,0.0,0,13
3663757,0.0,0,0
3663645,0.0,0,0
3663894,0.0,0,4
3664011,0.0,0,0
3664032,0.0,0,0
3664033,0.0,0,0
3664034,0.0,0,0
3663701,0.0,0,1
3663948,0.0,0,1
3664429,0.0,0,1
3664448,0.0,0,1
3664541,0.0,0,10
3665581,0.0,0,5
3665744,0.0,0,1
3665833,0.0,0,5
3665839,0.0,0,1
3664250,0.0,0,2
3665869,0.0,0,2
3665907,0.0,0,2
3665956,0.0,0,2
3666109,0.08333333333333333,1,12
3666500,0.0,0,2
3664155,0.0,0,3
3664776,0.0,0,1
3665343,0.0,0,1
3664963,0.0,0,1
3664978,0.0,0,1
3665121,0.0,0,1
3666009,0.0,0,3
3666541,0.0,0,2
3664777,0.0,0,1
3665169,0.0,0,3
3665403,0.0,0,9
3665155,0.0,0,6
3665656,0.0,0,5
3665717,0.0,0,5
3665751,0.0,0,3
3666092,0.0,0,1
3665793,0.0,0,0
3666518,0.0,0,0
3666540,0.0,0,0
3665863,0.0,0,1
3664494,0.0,0,1
3664884,0.0,0,2
3665378,0.0,0,1
3666194,0.0,0,1
3664505,0.0,0,4
3665479,0.0,0,10
3664148,0.0,0,0
3664487,0.0,0,1
3664739,0.0,0,0
3665224,0.0,0,1
3665253,0.0,0,1
3666226,0.0,0,6
3666242,0.0,0,16
3666272,0.0,0,6
3664249,0.0,0,0
3665531,0.0,0,23
3664447,0.0,0,3
3664451,0.0,0,0
3664661,0.0,0,0
3664663,0.0,0,0
3665226,0.0,0,21
3665482,0.0,0,16
3665635,0.0,0,8
3666300,0.0,0,1
3665446,0.0,0,1
3666412,0.0,0,1
3666546,0.0,0,7
3664497,0.25,1,4
3664529,0.25,1,4
3664786,1.0,1,1
3665331,0.0,0,0
3666019,0.0,0,1
3666118,0.0,0,4
3666175,0.0,0,5
3666426,0.0,0,0
3664778,0.0,0,2
3665173,0.0,0,6
3665337,0.0,0,3
3665612,0.0,0,1
3665805,0.0,0,1
3666347,0.0,0,2
3664157,0.0,0,0
3664563,0.2222222222222222,2,9
3665737,0.0,0,1
3664133,0.0,0,7
3664229,0.0,0,2
3665177,0.0,0,1
3666151,0.0,0,16
3664200,0.0,0,5
3665054,0.0,0,0
3665330,0.0,0,2
3666152,0.0,0,6
3666342,0.0,0,15
3666485,0.0,0,0
3664624,0.0,0,0
3664634,0.0,0,1
3664819,0.0,0,21
3664826,0.0,0,21
3665108,0.0,0,1
3665119,0.0,0,1
3665124,0.0,0,1
3665203,0.0,0,1
3665466,0.0,0,15
3665490,0.0,0,1
3665923,0.0,0,0
3665983,0.0,0,1
3666102,0.0,0,2
3664383,0.0,0,2
3664995,0.0,0,1
3665199,0.0,0,2
3665401,0.0,0,0
3665679,0.0,0,1
3666179,0.0,0,1
3665305,0.0,0,13
3665336,0.0,0,13
3665957,0.0,0,8
3666039,0.0,0,5
3664261,1.0,1,1
3664435,0.0,0,2
3665777,0.0,0,4
3665785,0.0,0,4
3665822,0.0,0,4
3666317,0.0,0,1
3664231,0.0,0,1
3664672,0.0,0,2
3664959,0.0,0,1
3664965,0.0,0,27
3664967,0.0,0,0
3665117,0.0,0,22
3665385,0.0,0,1
3665518,0.0,0,27
3666110,0.0,0,6
3666119,0.0,0,6
3664270,0.0,0,0
3664401,0.0,0,1
3666001,0.0,0,2
3664168,0.0,0,3
3664774,0.0,0,11
3664929,0.0,0,14
3665287,0.0,0,1
3665827,0.0,0,1
3666010,0.0,0,2
3666181,0.0,0,13
3666240,0.0,0,9
3666285,0.0,0,0
3666429,0.0,0,9
3666430,0.0,0,9
3666433,0.0,0,9
3666440,0.0,0,15
3666441,0.0,0,15
3666474,0.0,0,2
3666475,0.0,0,2
3666498,0.0,0,1
3664595,0.0,0,1
3664779,0.0,0,0
3665696,0.0,0,1
3665705,0.0,0,0
3665748,0.0,0,5
3666269,0.0,0,1
3666088,0.0,0,1
3664273,0.0,0,1
3664935,0.0,0,1
3665642,0.0,0,1
3665981,0.0,0,2
3664984,0.0,0,9
3665258,0.0,0,2
3665944,0.0,0,3
3666013,0.0,0,2
3666049,0.0,0,1
3666108,0.0,0,3
3666224,0.0,0,1
3665911,0.0,0,2
3665892,0.0,0,3
3666458,0.0,0,0
3666122,0.0,0,3
3664558,0.0,0,1
3665529,0.0,0,0
3665537,0.0,0,1
3665602,0.0,0,3
3665609,0.0,0,3
3665883,0.0,0,7
3666407,0.0,0,7
3664395,0.0,0,1
3664662,0.0,0,3
3665512,0.0,0,20
3666424,0.0,0,3
3666431,0.0,0,14
3664364,0.0,0,1
3665664,0.0,0,4
3665671,0.0,0,2
3665691,0.0,0,1
3666411,0.0,0,0
3666547,0.0,0,0
3666548,0.0,0,0
3664275,0.0,0,8
3665174,0.0,0,1
3666481,0.0,0,1
3664904,0.1,3,30
3664381,0.0,0,1
3665325,0.0,0,1
3666064,0.0,0,1
3664256,0.0,0,2
3664271,0.0,0,1
3664573,0.0,0,20
3664687,0.0,0,8
3664926,0.0,0,0
3664761,0.6666666666666666,2,3
3666182,0.0,0,0
3665066,0.0,0,1
3665714,0.0,0,1
3665850,0.0,0,1
3666200,0.0,0,7
3666462,0.0,0,0
3664553,0.0,0,1
3665928,0.0,0,9
3666144,0.0,0,5
3664135,0.0,0,0
3664945,0.0,0,1
3665281,0.0,0,1
3664526,0.0,0,8
3664897,0.0,0,10
3665767,0.3333333333333333,1,3
3665779,0.0,0,0
3665931,0.0,0,0
3664203,0.0,0,4
3664384,0.0,0,1
3664415,0.0,0,18
3665916,0.0,0,1
3666290,0.0,0,13
3666383,0.0,0,0
3664851,0.0,0,1
3664866,0.0,0,1
3665157,0.0,0,1
3665218,0.0,0,1
3665231,0.0,0,1
3666360,0.0,0,1
3666370,0.0,0,1
3664365,0.0,0,4
3665099,0.0,0,3
3665115,0.0,0,3
3665147,0.0,0,4
3666048,0.0,0,3
3664453,0.0,0,1
3664141,0.0,0,4
3665046,0.0,0,2
3665788,0.0,0,8
3664753,0.0,0,1
3664808,0.10344827586206896,3,29
3664948,0.0,0,1
3665730,0.0,0,3
3665986,0.0,0,1
3666528,0.0,0,0
3665176,0.0,0,5
3666497,0.0,0,4
3664832,0.0,0,1
3666069,0.0,0,1
3666451,0.0,0,1
3664953,0.0,0,0
3665447,0.0,0,1
3665901,0.0,0,1
3665902,0.0,0,1
3666227,0.0,0,0
3664303,0.0,0,2
3665138,0.0,0,1
3665217,0.0,0,1
3665646,0.0,0,2
3665212,0.0,0,9
3665242,0.0,0,1
3665288,0.0,0,1
3665592,0.02564102564102564,1,39
3665492,0.0,0,0
3665500,0.0,0,0
3665508,0.0,0,0
3664336,0.0,0,1
3664351,0.0,0,1
3664469,0.0,0,2
3664987,0.0,0,5
3665534,0.0,0,1
3666409,0.0,0,22
3666573,0.0,0,0
3664181,0.0,0,6
3664707,0.0,0,0
3665384,0.0,0,0
3664296,0.0,0,2
3664299,0.0,0,2
3664301,0.0,0,2
3664833,0.0,0,7
3665098,0.0,0,1
3665723,0.0,0,4
3666189,0.07142857142857142,1,14
3664190,0.0,0,0
3665194,0.0,0,0
3665495,0.0,0,6
3665766,0.0,0,2
3665962,0.0,0,6
3664465,0.029411764705882353,1,34
3665968,0.0,0,3
3666268,0.0,0,1
3666399,0.0,0,2
3665080,0.0,0,0
3664237,0.030303030303030304,1,33
3664251,0.0,0,0
3664670,0.0,0,0
3664766,0.0,0,0
3664804,0.0,0,6
3665782,0.0,0,1
3665294,0.0,0,1
3665582,0.0,0,0
3665603,0.0,0,0
3665622,0.0,0,0
3665645,0.0,0,0
3664940,0.0,0,1
3666050,0.0,0,7
3664298,0.0,0,0
3665347,0.0,0,3
3665457,0.0,0,0
3664111,0.0,0,3
3664966,0.0,0,1
3666076,0.0,0,1
3665465,0.0,0,2
3666510,0.0,0,4
3665937,0.0,0,2
3664605,0.0,0,32
3665295,0.0,0,1
3665317,0.0,0,0
3664209,0.0,0,0
3665307,0.0,0,1
3665546,0.0,0,26
3665995,0.0,0,1
3665223,0.0,0,1
3665451,0.0,0,2
3666319,0.0,0,1
3664545,0.0,0,1
3664552,0.0,0,3
3664620,0.0,0,13
3665418,0.0,0,0
3665991,0.0,0,2
3664432,0.0,0,9
3664630,0.0,0,1
3665087,1.0,1,1
3665208,0.0,0,0
3666036,0.0,0,1
3666501,0.0,0,0
3664115,0.0,0,1
3664207,0.0,0,4
3665035,0.0,0,2
3665505,0.0,0,4
3665722,0.0,0,5
3665890,0.0,0,2
3666508,0.0,0,0
3664888,0.0,0,1
3665551,0.04,1,25
3665266,0.0,0,1
3665268,0.0,0,33
3665348,0.0,0,2
3664537,0.0,0,22
3665210,0.1111111111111111,1,9
3665310,0.1111111111111111,1,9
3665319,0.1111111111111111,1,9
3665575,0.0,0,4
3665623,0.0,0,65
3666056,0.0,0,0
3664254,0.0,0,6
3664257,0.0,0,6
3665074,0.0,0,1
3665244,0.0,0,25
3666046,0.0,0,1
3666191,0.0,0,1
3666336,0.0,0,0
3666465,0.0,0,1
3666471,0.0,0,1
3666472,0.0,0,1
3666473,0.0,0,1
3666487,0.0,0,1
3666488,0.0,0,1
3664196,0.0,0,2
3664801,0.0,0,2
3665840,0.0,0,2
3666585,0.0,0,7
3664372,0.0,0,11
3665620,0.0,0,1
3664607,0.0,0,1
3664822,0.0,0,0
3664860,0.0,0,1
3664314,0.0,0,1
3666289,0.0,0,1
3666515,0.0,0,1
3664309,0.0,0,0
3664312,0.0,0,0
3664313,0.0,0,0
3665134,0.0,0,2
3665567,0.0,0,16
3666482,0.043478260869565216,1,23
3666537,0.0,0,1
3664416,0.0,0,1
3665055,0.0,0,0
3665718,0.0,0,1
3665951,0.0,0,1
3666107,0.0,0,1
3666316,0.02702702702702703,1,37
3664891,0.0,0,0
3665293,0.0,0,1
3665302,0.0,0,1
3664690,0.0,0,12
3664882,0.0,0,1
3664923,0.0,0,1
3665315,0.0,0,7
3665667,0.0,0,6
3665825,0.0,0,4
3664407,0.0,0,1
3665913,0.0,0,1
3664286,0.0,0,1
3664983,0.0,0,10
3664930,0.0,0,0
3665072,0.0,0,1
3665879,0.0,0,7
3664153,0.2857142857142857,2,7
3664172,0.0,0,1
3665952,0.0,0,1
3665220,0.0,0,1
3665579,0.0,0,0
3665939,0.0,0,5
3664255,0.0,0,0
3664489,0.0,0,1
3664561,0.0,0,1
3665724,0.0,0,10
3665971,0.0,0,5
3666334,0.0,0,13
3664100,0.0,0,0
3664438,0.0,0,1
3665936,0.0,0,7
3666404,0.0,0,7
3665458,0.0,0,1
3665462,0.0,0,19
3666565,0.0,0,0
3664310,0.2,2,10
3664323,0.2,2,10
3665486,0.0,0,1
3665653,0.0,0,3
3666170,0.0,0,13
3666321,0.0,0,1
3664284,0.0,0,0
3664668,0.0,0,0
3665527,0.0,0,1
3664493,0.0,0,0
3664961,0.0,0,2
3665159,0.0,0,1
3665680,0.0,0,0
3665959,0.0,0,2
3666012,0.0,0,11
3664212,0.0,0,2
3664346,0.0,0,1
3664728,0.0,0,22
3664862,0.0,0,1
3665171,0.0,0,30
3665682,0.0,0,22
3666335,0.42857142857142855,3,7
3666415,0.0,0,0
3664279,0.058823529411764705,1,17
3664436,0.0,0,3
3664549,0.0,0,21
3664846,0.0,0,1
3665025,0.0,0,2
3665153,0.0,0,1
3665555,0.0,0,3
3665994,0.1,2,20
3664119,0.0,0,4
3664234,0.0,0,6
3664368,0.2727272727272727,3,11
3666164,0.0,0,0
3664837,0.0,0,1
3664635,0.0,0,0
3664952,0.0,0,2
3665063,0.0,0,3
3665475,0.0,0,1
3666303,0.0,0,1
3664358,0.0,0,6
3665701,0.0,0,0
3666237,0.0,0,3
3666100,0.0,0,18
3666111,0.0,0,2
3666067,0.0,0,9
3664588,0.0,0,0
3665972,0.0,0,1
3666246,0.0,0,0
3666188,0.023809523809523808,1,42
3664496,0.0,0,11
3666581,0.0,0,0
3664420,0.0,0,1
3665847,0.0,0,0
3665849,0.0,0,0
3665895,0.0,0,0
3665715,0.0,0,1
3666459,0.0,0,1
3665279,0.0,0,6
3665523,0.0,0,2
3664542,0.0,0,6
3666428,0.0,0,1
3664186,0.0,0,4
3665198,0.0,0,6
3665577,0.0,0,1
3666171,0.0,0,1
3664590,0.0,0,3
3664646,0.0,0,3
3665256,0.0,0,1
3664842,0.0,0,0
3664852,0.0,0,0
3665095,0.0,0,1
3665406,0.0,0,1
3664419,0.0,0,1
3666136,0.0,0,7
3664430,0.0,0,4
3664139,0.0,0,1
3665795,0.0,0,0
3665802,0.0,0,3
3664964,0.0,0,2
3665768,0.0,0,0
3664867,0.0,0,0
3666447,0.0,0,1
3664240,0.0,0,1
3665552,0.0,0,4
3665480,0.0,0,3
3666554,0.0,0,20
3664191,0.0,0,1
3664267,0.0,0,1
3665039,0.0,0,5
3665051,0.0,0,5
3665885,0.0,0,2
3666320,0.0,0,5
3664972,0.0,0,1
3665471,0.0,0,0
3665563,0.0,0,3
3666031,0.0,0,2
3664828,0.0,0,7
3665251,0.0,0,1
3665498,0.0,0,0
3664150,0.0,0,1
3665166,0.0,0,0
3664183,0.0,0,0
3664603,0.0,0,7
3665522,0.0,0,1
3666011,0.0,0,3
3666247,0.0,0,1
3666267,0.0,0,0
3666350,0.0,0,3
3666483,0.0,0,0
3665713,0.0,0,1
3665277,0.0,0,11
3665280,0.0,0,11
3665329,0.0,0,8
3666206,0.0,0,1
3665374,0.0,0,0
3665377,0.0,0,0
3665436,0.0,0,0
3665442,0.0,0,0
3665542,0.03508771929824561,2,57
3665573,0.0,0,8
3664109,0.0,0,0
3664877,0.0,0,1
3665229,0.0,0,1
3665786,0.0,0,4
3664486,0.0,0,2
3664586,0.0,0,11
3665053,0.0,0,2
3664471,0.0,0,6
3665535,0.0,0,2
3665614,0.0,0,1
3664632,0.0,0,3
3664216,0.0,0,2
3665503,0.0,0,9
3665692,0.0,0,1
3666223,0.0,0,1
3664369,0.0,0,30
3666117,0.0,0,7
3664324,0.02564102564102564,1,39
3664569,0.0,0,5
3664679,0.0,0,4
3665263,0.0,0,10
3665308,0.0,0,10
3666265,0.0,0,2
3664532,1.0,2,2
3664591,1.0,2,2
3664653,1.0,2,2
3665383,0.0,0,1
3664152,0.5,1,2
3664239,0.0,0,7
3664699,0.0,0,6
3665043,0.0,0,1
3665078,0.0,0,0
3666338,0.0,0,11
3665160,0.0,0,10
3665438,0.0,0,2
3665828,0.0,0,1
3666235,0.0,0,1
3665848,0.0,0,0
3666574,0.0,0,7
3665428,0.0,0,1
3664293,0.0,0,1
3664960,0.0,0,2
3666410,0.0,0,0
3666533,0.0,0,0
3666538,0.0,0,0
3666131,0.0,0,4
3666542,0.0,0,1
3666558,0.0,0,0
3664474,0.0,0,5
3664802,0.0,0,1
3664813,0.0,0,12
3665379,0.0,0,0
3664278,0.0,0,0
3664944,0.0,0,0
3665606,0.0,0,24
3667088,0.0,0,4
3668831,0.0,0,1
3667626,0.0,0,6
3667810,0.0,0,1
3667955,0.0,0,0
3669042,0.0,0,7
3666901,0.0,0,1
3666909,0.0,0,1
3666917,0.0,0,2
3666936,0.0,0,1
3666947,0.0,0,1
3667371,0.0,0,12
3668083,0.09090909090909091,2,22
3666734,0.0,0,3
3666747,0.0,0,3
3666752,0.0,0,4
3668737,0.0,0,3
3669059,0.0,0,1
3668022,0.0,0,1
3668071,0.0,0,3
3668150,0.0,0,3
3669708,0.0,0,0
3669713,0.0,0,0
3667010,0.0,0,3
3667585,0.0,0,1
3667145,0.0,0,0
3668062,0.0,0,0
3668066,0.0,0,20
3668260,0.02564102564102564,1,39
3668297,0.02564102564102564,1,39
3668525,0.0,0,1
3668539,0.0,0,1
3668634,0.0,0,6
3666745,0.0,0,1
3668138,0.0,0,1
3668349,0.0,0,1
3668751,0.0,0,3
3669031,0.0,0,0
3666624,0.0,0,7
3667330,0.0,0,0
3667333,0.0,0,0
3669205,0.0,0,1
3669214,0.0,0,1
3669338,0.0,0,1
3669346,0.0,0,1
3666967,0.0,0,13
3668089,0.0,0,0
3668106,0.0,0,0
3668817,0.0,0,25
3669071,0.0,0,2
3667280,0.0,0,2
3667316,0.0,0,5
3667848,0.0,0,0
3667854,0.0,0,2
3667954,0.0,0,2
3668834,0.0,0,1
3668988,0.0,0,16
3669158,0.0,0,2
3669515,0.0,0,1
3667221,0.0,0,1
3667575,0.0,0,1
3669562,0.0,0,1
3667660,0.0,0,2
3668171,0.0,0,19
3668417,0.0,0,1
3666741,0.0,0,1
3667023,0.0,0,0
3667153,0.0,0,2
3668232,0.0,0,2
3669154,0.0,0,1
3669450,0.0,0,2
3669682,0.0,0,0
3669642,0.0,0,1
3667448,0.0,0,20
3668185,0.0,0,5
3668323,0.0,0,1
3669448,0.0,0,1
3669498,0.0,0,1
3667651,0.0,0,3
3668724,0.0,0,3
3668776,0.0,0,0
3667798,0.0,0,0
3667822,0.0,0,0
3669261,0.0,0,7
3669283,0.0,0,2
3666979,0.0,0,1
3667234,0.0,0,2
3667394,0.0,0,8
3667559,0.0,0,3
3668192,0.0,0,0
3668702,0.0,0,1
3668978,0.0,0,1
3667453,0.0,0,1
3667946,0.0,0,1
3668410,0.0,0,3
3669145,0.0,0,0
3669187,0.0,0,0
3669191,0.0,0,1
3668545,0.0,0,3
3669349,0.0,0,1
3669612,0.0,0,6
3667276,0.0,0,8
3668780,0.0,0,2
3667723,0.0,0,1
3668250,0.0,0,2
3667027,0.0,0,1
3667080,0.0,0,2
3667142,0.0,0,2
3667212,0.0,0,0
3667340,0.0,0,1
3669074,0.0,0,0
3669089,0.0,0,33
3669188,0.0,0,2
3669227,0.0,0,7
3669405,0.0,0,5
3669586,0.0,0,2
3669061,0.0,0,0
3669323,0.0,0,1
3669406,0.0,0,3
3669424,0.0,0,2
3669451,0.0,0,5
3669483,0.0,0,0
3669528,0.0,0,12
3669534,0.0,0,12
3669630,0.0,0,0
3669649,0.0,0,15
3669705,0.0,0,2
3669711,0.0,0,2
3667265,0.0,0,1
3667362,0.0,0,15
3668651,0.0,0,1
3668656,0.0,0,1
3669340,0.0,0,2
3669603,0.0,0,1
3667133,0.0,0,5
3667484,0.0,0,1
3667688,0.0,0,1
3669365,0.0,0,1
3669372,0.0,0,0
3669376,0.0,0,0
3667268,0.0,0,10
3667988,0.0,0,5
3668229,0.0,0,1
3668633,0.0,0,1
3668529,0.0,0,6
3666897,0.0,0,4
3666924,0.0,0,4
3666954,0.0,0,4
3667409,0.0,0,3
3669070,0.0,0,1
3669551,0.0,0,0
3666775,0.0,0,1
3668810,0.0,0,1
3668823,0.0,0,1
3666922,0.0,0,7
3667478,0.0,0,7
3668546,0.0,0,1
3669292,0.0,0,0
3667278,0.0,0,8
3667775,0.0,0,1
3668357,0.038461538461538464,1,26
3666647,0.0,0,2
3667047,0.0,0,1
3667059,0.0,0,1
3667286,0.0,0,1
3667455,0.0,0,1
3667510,0.0,0,0
3668112,0.0,0,4
3668146,0.0,0,1
3668409,0.0,0,1
3669027,0.0,0,0
3666818,0.0,0,3
3667046,0.0,0,0
3669557,0.0,0,2
3667102,0.0,0,1
3667350,0.0,0,1
3667895,0.0,0,1
3669162,0.0,0,1
3668569,0.0,0,1
3669502,0.0,0,27
3667536,0.0,0,1
3669386,0.0,0,0
3669638,0.0,0,3
3669716,0.0,0,0
3667107,0.0,0,3
3667311,0.0,0,1
3668726,0.2222222222222222,2,9
3668985,0.08,2,25
3668999,0.08,2,25
3669106,1.0,1,1
3666668,0.0,0,0
3667359,0.0,0,0
3667557,0.0,0,4
3667721,0.0,0,1
3667851,0.0,0,31
3668980,0.0,0,1
3669274,0.0,0,0
3666638,0.0,0,0
3667248,0.0,0,1
3667260,0.0,0,0
3667447,0.0,0,0
3667838,0.0,0,0
3669703,0.0,0,2
3666704,0.0,0,24
3667437,0.0,0,1
3668077,0.0,0,1
3669650,0.0,0,1
3667635,0.0,0,21
3668767,0.0,0,1
3668914,0.0,0,2
3667241,0.0,0,8
3667863,0.0,0,1
3668311,0.0,0,1
3668899,0.0,0,1
3667236,0.0,0,1
3667441,0.0,0,2
3668248,0.0,0,0
3668307,0.0,0,8
3668623,0.06666666666666667,2,30
3668701,0.06666666666666667,2,30
3666923,0.0,0,1
3667909,0.0,0,1
3668659,0.0,0,24
3668672,0.0,0,24
3666806,0.0,0,1
3666964,0.0,0,2
3668145,0.0,0,1
3667405,0.0,0,3
3668059,0.0,0,2
3668069,0.0,0,2
3669626,0.0,0,2
3667480,0.0,0,7
3667659,0.0,0,5
3667408,0.25,1,4
3666976,0.0,0,1
3667485,0.0,0,1
3667689,0.0,0,1
3667703,0.03333333333333333,1,30
3667971,0.0,0,1
3668570,0.0,0,8
3668596,0.0,0,9
3669171,0.0,0,1
3669470,0.0,0,3
3666630,0.0,0,0
3666960,0.0,0,4
3667623,0.0,0,2
3667694,0.0,0,1
3668210,0.0,0,1
3666780,0.0,0,25
3667927,0.0,0,25
3668549,0.0,0,1
3668565,0.0,0,1
3669666,0.0,0,1
3666801,0.0,0,33
3667163,0.0,0,8
3667501,0.0,0,1
3667972,0.0,0,9
3667991,0.0,0,2
3668661,0.0,0,24
3669456,0.0,0,0
3669558,0.0,0,10
3669618,0.0,0,7
3669667,0.0,0,19
3666597,0.0,0,0
3667528,0.0,0,2
3668004,0.0,0,5
3666612,0.0,0,1
3667131,0.08,2,25
3667258,0.0,0,10
3668367,0.0,0,16
3668542,0.0,0,0
3669011,0.0,0,0
3669469,0.0,0,0
3666679,0.0,0,1
3667238,0.0,0,1
3667251,0.0,0,1
3667329,0.0,0,1
3668195,0.034482758620689655,1,29
3669276,0.0,0,1
3666702,0.0,0,1
3666733,0.0,0,0
3667479,0.0,0,0
3667590,0.0,0,1
3667780,0.0,0,1
3668472,0.0,0,2
3666836,0.0,0,5
3667717,0.041666666666666664,1,24
3668484,0.0,0,1
3668559,0.1111111111111111,1,9
3668832,0.0,0,1
3669271,0.0,0,0
3669575,0.0,0,0
3666623,0.0,0,4
3668458,0.0,0,1
3669066,0.0,0,7
3667896,0.0,0,3
3668464,0.0,0,2
3669175,0.0,0,1
3669184,0.0,0,1
3669269,0.0,0,1
3669568,0.0,0,9
3669570,0.0,0,9
3668541,0.0,0,6
3666735,0.0,0,2
3668126,0.0,0,2
3668351,0.0,0,2
3668601,0.06666666666666667,1,15
3669691,0.0,0,6
3667924,0.0,0,1
3667894,0.0,0,2
3668183,0.0,0,2
3668514,0.0,0,9
3668590,0.0,0,9
3668624,0.0,0,0
3667091,0.0,0,2
3668344,0.0,0,1
3668447,0.14285714285714285,1,7
3666807,0.0,0,2
3667682,0.0,0,1
3668136,0.0,0,2
3668803,0.0,0,2
3669117,0.0,0,19
3668266,0.0,0,2
3669556,0.0,0,1
3667699,0.0,0,1
3667786,0.0,0,1
3668822,0.0,0,1
3667341,0.0,0,1
3667363,0.0,0,1
3669702,0.0,0,0
3666604,0.0,0,2
3667805,0.0,0,1
3667962,0.13043478260869565,3,23
3669256,0.0,0,1
3666650,0.0,0,4
3668225,0.0,0,4
3668527,0.0,0,1
3667120,0.0,0,4
3667301,0.0,0,3
3668752,0.0,0,0
3668910,0.0,0,1
3669452,0.0,0,29
3666600,0.0,0,3
3666657,0.0,0,3
3667815,0.0,0,2
3669394,0.0,0,1
3666631,0.0,0,2
3666791,0.0,0,1
3666945,0.0,0,1
3668002,0.0,0,0
3668133,0.0,0,3
3669300,0.0,0,2
3667490,0.42857142857142855,3,7
3668020,0.0,0,5
3669047,0.0,0,3
3669057,0.0,0,3
3666605,0.0,0,0
3667382,0.0,0,7
3667602,0.0,0,1
3669203,0.0,0,0
3669230,0.0,0,0
3669524,0.0,0,0
3667313,0.0,0,1
3668877,0.0,0,1
3667389,0.0,0,5
3668120,0.2857142857142857,2,7
3668360,0.0,0,2
3669369,0.0,0,1
3669539,0.0,0,11
3669611,0.0,0,1
3669616,0.0,0,2
3666671,0.0,0,0
3667255,0.0,0,1
3667465,0.0,0,2
3668526,0.0,0,3
3668699,0.0,0,3
3669062,0.0,0,18
3669234,0.0,0,3
3669462,0.0,0,6
3669620,0.0,0,1
3666828,0.0,0,13
3667156,0.0,0,1
3667765,0.0,0,8
3668375,0.0,0,8
3668655,0.0,0,2
3668857,0.0,0,1
3669087,0.0,0,9
3669097,0.0,0,2
3669419,0.0,0,0
3669439,0.0,0,0
3669591,0.0,0,1
3669656,0.25,1,4
3667261,0.0,0,1
3667756,0.0,0,0
3668281,0.0,0,27
3668301,0.0,0,4
3667262,0.0,0,0
3667511,0.0,0,0
3667783,0.0,0,1
3667949,0.0,0,3
3667967,0.0,0,1
3667976,0.0,0,1
3668383,0.0,0,1
3669034,0.0,0,2
3667006,0.0,0,5
3668081,0.0,0,1
3668955,0.0,0,1
3669410,0.05,1,20
3669425,0.05,1,20
3669526,0.0,0,2
